Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g002019,917,1951,0.465,86.000,4.255,5.278,4.613,0,95.387,14,18.740,11.692,1,
g002020,320,640,1.254,12.000,4.000,2.012,0.000,0,100.000,3,149.158,60.900,1,
g002021,4096,24576,0.293,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002022,540,77490,53.247,287.000,287.000,0.000,37.637,0,62.363,15,39.466,29.780,1,
g002024,2500,62500,2.001,79.000,50.000,6.952,0.000,0,100.000,2,5.506,2.875,1,
g002025,100,4903,99.051,99.000,98.060,0.947,50.133,0,49.867,2,25.595,14.477,,
g002026,2772,5544,0.144,4.000,4.000,0.000,0.000,0,100.000,16,0.332,0.236,1,1
g002028,165,274,2.025,4.000,3.321,0.660,0.000,0,100.000,3,52.876,43.499,1,
g002029,2248,1508408,59.724,1342.000,1342.000,0.000,0.000,0,100.000,12,9.202,1.323,1,
g002030,967,215140,46.063,857.000,444.964,167.061,0.000,0,100.000,2,23.007,10.668,,
g002031,34,153,27.273,9.000,9.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002032,5237,2189165,15.967,905.000,836.038,14.413,0.000,0,100.000,16,0.012,0.012,1,
g002033,256,1024,3.137,8.000,8.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002034,2528,1119904,35.061,942.000,886.000,17.530,0.000,0,100.000,13,1.199,0.103,1,
g002035,991,466321,95.062,964.000,941.112,6.785,0.000,0,100.000,16,0.011,0.011,1,
g002036,500,58862,47.184,388.000,235.448,64.636,0.000,0,100.000,1,1.000,0.000,,
g002037,35,40,6.723,4.000,2.286,0.881,0.000,0,100.000,7,1170561.425,768207.650,1,
g002038,125,375,4.839,6.000,6.000,0.000,49.867,0,50.133,1,1.000,0.000,,
g002039,2000,19990,1.000,35.000,19.990,4.415,0.000,0,100.000,1,1.000,0.000,1,
g002040,668,1306,0.586,6.000,3.910,0.716,0.000,0,100.000,6,15481.364,36137.861,1,
g002041,343,559,0.953,4.000,3.259,0.625,0.000,0,100.000,2,8.764,3.979,1,
g002042,2394,285466,9.966,1162.000,238.485,169.519,0.000,0,100.000,16,1.385,720.392,1,
g002043,1890,3613,0.202,8.000,3.823,0.666,0.000,0,100.000,6,5318.822,22427.247,1,
g002044,1367,2319,0.248,97.000,3.393,4.719,0.000,0,100.000,13,0.669,0.147,1,
g002045,856,122408,33.450,286.000,286.000,0.000,0.000,0,100.000,13,1.728,0.143,1,
g002046,80,3128,98.987,79.000,78.200,0.900,50.224,0,49.776,1,1.000,0.000,,
g002048,1555,404190,33.453,576.000,519.859,18.398,0.000,0,100.000,12,1.503,0.857,1,
g002049,53,64,4.644,4.000,2.415,0.856,0.000,0,100.000,7,1033613.234,690509.025,1,
g002050,2413,3412,0.117,4.000,2.828,0.876,0.000,0,100.000,6,14287.118,33024.493,1,
g002051,46,48,4.638,3.000,2.087,0.855,0.000,0,100.000,7,918800.708,597008.759,1,
g002052,221,285,1.172,4.000,2.579,0.784,0.000,0,100.000,4,514.123,671.213,1,
g002053,657,947,0.439,4.000,2.883,0.762,0.000,0,100.000,7,268607.566,216700.667,1,
g002054,100,495,10.000,17.000,9.900,2.837,46.667,0,53.333,1,1.000,0.000,,
g002055,5191,4438305,32.948,1710.000,1710.000,0.000,32.857,0,67.143,16,26.143,19.619,1,
g002056,1000,100000,20.020,213.000,200.000,4.234,0.000,0,100.000,12,28.667,8.654,1,
g002057,4230,7024956,78.541,3414.000,3321.492,26.816,0.000,0,100.000,1,7.000,0.000,1,
g002058,229,312,1.195,4.000,2.725,0.808,0.000,0,100.000,7,466998.452,343891.036,1,
g002059,2500,5000,0.160,16.000,4.000,1.993,0.000,0,100.000,2,5.486,2.852,1,
g002060,80,632,20.000,23.000,15.800,3.444,0.000,0,100.000,3,119.821,42.375,,
g002061,2521,4858,0.153,11.000,3.854,0.672,0.000,0,100.000,6,4449.844,20609.145,1,
g002062,100,4950,100.000,99.000,99.000,0.000,48.606,1,50.000,6,1398.467,9383.484,1,
g002064,783,105274,34.386,308.000,268.899,13.430,55.174,0,44.826,1,1.000,0.000,,
g002065,640,40896,20.000,157.000,127.800,9.935,0.000,0,100.000,3,149.562,61.516,1,
g002066,1000,245830,49.215,524.000,491.660,11.405,0.000,0,100.000,1,1.000,0.000,1,
g002067,640,40896,20.000,163.000,127.800,9.973,0.000,0,100.000,3,102.323,17.371,1,
g002068,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.311,27.823,1,
g002069,177,354,2.273,6.000,4.000,1.008,0.000,0,100.000,4,235.314,419.285,1,
g002070,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,108.280,29.256,,
g002071,640,960,0.469,12.000,3.000,1.669,0.000,0,100.000,3,147.492,60.520,1,
g002072,3717,6354534,92.012,3471.000,3419.174,16.305,0.000,0,100.000,13,2.796,0.895,1,
g002073,168,247,1.761,4.000,2.940,0.746,0.000,0,100.000,4,889.696,793.224,1,
g002074,100,4901,99.010,99.000,98.020,0.905,49.684,0,50.316,1,1.000,0.000,,
g002075,435,818,0.867,5.000,3.761,0.735,0.000,0,100.000,6,12351.764,32874.575,1,
g002076,637,17383,8.581,124.000,54.578,38.677,0.000,0,100.000,1,8.000,0.000,1,
g002077,541,2790,1.910,19.000,10.314,3.155,0.000,0,100.000,13,0.532,0.118,1,
g002078,250,15668,50.339,147.000,125.344,7.787,0.000,0,100.000,1,1.000,0.000,1,
g002079,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002080,2000,5766,0.288,14.000,5.766,6.014,0.000,0,100.000,5,1577.523,2968.564,1,
g002081,391,666,0.873,4.000,3.407,0.652,0.000,0,100.000,2,8.796,3.983,1,
g002082,128,448,5.512,7.000,7.000,0.000,0.000,0,100.000,3,104.971,3.059,,
g002083,2500,309996,9.924,304.000,247.997,14.871,49.765,0,50.235,3,50.186,28.722,1,
g002084,828,1472,0.430,4.000,3.556,0.557,0.000,0,100.000,3,66.056,47.340,1,
g002085,836,530,0.152,27.000,1.268,1.827,0.000,0,100.000,12,31.929,7.761,1,
g002086,912,66576,16.026,172.000,146.000,7.818,2.316,0,97.684,16,31.182,14.693,1,
g002087,800,19176,6.000,67.000,47.940,6.317,49.598,0,50.402,1,1.000,0.000,1,
g002088,3000,4475917,99.498,2996.000,2983.945,3.911,49.989,0,50.011,3,50.500,28.872,1,
g002089,242,252,0.864,4.000,2.083,0.631,0.000,0,100.000,4,1492.857,569.886,1,
g002090,3997,10277,0.129,6.000,5.142,0.990,0.000,0,100.000,1,1.000,0.000,1,
g002091,800,2370,0.742,91.000,5.925,6.948,43.882,0,56.118,15,9.781,7.335,1,
g002092,200,15763,79.211,173.000,157.630,5.726,49.921,0,50.079,2,25.321,14.427,1,
g002093,389,562,0.745,4.000,2.889,0.792,0.000,0,100.000,3,101.899,81.955,1,
g002094,3300,18073,0.332,79.000,10.953,15.900,0.000,0,100.000,3,105.545,2.873,,
g002096,320,480,0.940,11.000,3.000,1.699,0.000,0,100.000,3,149.021,61.163,1,
g002097,22,64,27.706,8.000,5.818,1.613,0.000,0,100.000,5,19960.484,12309.341,,
g002098,80,350,11.076,14.000,8.750,2.591,0.000,0,100.000,3,115.883,37.476,,
g002099,2000,19990,1.000,39.000,19.990,4.505,49.750,0,50.250,1,1.000,0.000,1,
g002100,30,45,10.345,3.000,3.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002101,100,510,10.303,18.000,10.200,3.137,50.196,0,49.804,3,50.027,28.804,1,
g002102,1000,2000,0.400,16.000,4.000,1.942,0.000,0,100.000,2,5.431,2.885,1,
g002103,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,149.507,61.315,1,
g002104,640,4135,2.022,23.000,12.922,3.460,0.000,0,100.000,3,106.949,26.878,1,
g002105,1447,517902,49.504,1370.000,715.829,297.132,0.000,0,100.000,16,0.011,0.011,1,
g002106,5172,3678087,27.505,1526.000,1422.307,32.113,0.000,0,100.000,14,0.600,0.148,1,
g002107,80,1580,50.000,53.000,39.500,4.168,0.000,0,100.000,1,1.000,0.000,,
g002108,5772,5457993,32.771,2025.000,1891.196,35.726,0.000,0,100.000,12,21.315,7.756,1,
g002110,100,2475,50.000,59.000,49.500,4.355,0.000,0,100.000,2,5.585,2.868,,
g002111,160,2544,20.000,45.000,31.800,5.073,0.000,0,100.000,3,128.524,49.978,1,
g002112,80,632,20.000,27.000,15.800,3.280,0.000,0,100.000,3,138.854,55.886,,
g002113,672,69270,30.724,568.000,206.161,110.139,0.000,0,100.000,2,10.000,0.000,,
g002114,503,37170,29.441,502.000,147.793,145.023,0.000,0,100.000,15,0.667,0.236,1,
g002115,2000,5730,0.287,14.000,5.730,5.977,0.000,0,100.000,6,2486.911,8576.207,1,
g002116,2500,308826,9.886,290.000,247.061,14.908,49.960,0,50.040,3,50.335,28.710,1,
g002117,100,407,8.222,15.000,8.140,3.715,0.000,0,100.000,5,10439.034,3829.140,1,
g002118,27,351,100.000,26.000,26.000,0.000,0.000,0,100.000,12,8.175,2.780,,
g002119,880,375678,97.135,869.000,853.814,5.064,0.000,0,100.000,16,0.000,0.003,1,
g002120,718,22225,8.634,87.000,61.908,7.197,0.000,0,100.000,12,1.847,2.046,1,
g002121,189,233,1.311,4.000,2.466,0.826,0.000,0,100.000,7,476339.734,357846.647,1,
g002122,640,960,0.469,11.000,3.000,1.754,0.000,0,100.000,3,146.997,61.647,1,
g002123,524,114194,83.337,460.000,435.855,8.248,0.000,0,100.000,16,0.334,0.178,1,
g002124,4176,4186688,48.027,4175.000,2005.119,1134.794,0.000,0,100.000,2,48.991,27.988,,
g002125,640,4135,2.022,25.000,12.922,3.498,0.000,0,100.000,3,114.858,37.508,1,
g002126,640,960,0.469,10.000,3.000,1.636,0.000,0,100.000,3,151.336,61.939,1,
g002127,879,263660,68.327,642.000,599.909,13.906,0.000,0,100.000,1,7.000,0.000,1,
g002128,36,252,40.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002130,1261,388388,48.889,616.000,616.000,0.000,0.000,0,100.000,16,0.095,0.095,1,
g002131,943,1159,0.261,60.000,2.458,3.430,0.000,0,100.000,2,18.430,5.973,1,
g002132,138,257,2.719,5.000,3.725,0.814,0.000,0,100.000,6,22182.852,41450.754,1,
g002133,640,40896,20.000,158.000,127.800,9.706,0.000,0,100.000,3,115.256,38.322,1,
g002134,320,480,0.940,10.000,3.000,1.626,0.000,0,100.000,3,105.619,25.616,1,
g002135,58,71,4.295,4.000,2.448,0.813,0.000,0,100.000,7,901855.732,613192.091,1,
g002136,216,648,2.791,6.000,6.000,0.000,51.852,0,48.148,6,79480.434,59137.492,1,
g002137,2898,345987,8.242,352.000,238.776,63.657,0.000,0,100.000,12,36.728,9.331,1,
g002138,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,108.218,29.218,,
g002139,640,4135,2.022,28.000,12.922,3.585,0.000,0,100.000,3,101.837,16.103,1,
g002140,816,1460,0.439,4.000,3.578,0.527,0.000,0,100.000,3,66.599,47.350,1,
g002141,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002142,245,454,1.519,5.000,3.706,0.685,0.000,0,100.000,6,12119.328,32589.450,1,
g002143,400,3231,4.049,26.000,16.155,3.760,0.000,0,100.000,1,2.352,1.238,1,
g002144,100,2475,50.000,62.000,49.500,4.482,46.343,4,48.808,2,5.177,3.030,,
g002145,737,42746,15.761,136.000,116.000,5.565,0.000,0,100.000,16,0.039,0.039,1,
g002146,250,3063,9.841,38.000,24.504,4.901,48.612,0,51.388,3,50.088,28.972,1,
g002147,4428,8856,0.090,4.000,4.000,0.000,0.000,0,100.000,16,6.895,126.429,1,1
g002148,320,1845,3.615,24.000,11.531,3.281,0.000,0,100.000,3,118.858,41.353,1,
g002149,5350,1560770,10.908,668.000,583.465,22.364,3.268,0,96.732,16,28.548,17.496,1,
g002150,35960,1824970,0.282,112.000,101.500,15.513,0.000,0,100.000,16,0.066,0.066,1,
g002151,2986,8304,0.186,218.000,5.562,7.881,0.000,0,100.000,12,39.183,17.352,1,
g002153,1986,3176,0.161,4.000,3.198,0.643,0.000,0,100.000,2,6.255,4.200,1,
g002154,35,315,52.941,18.000,18.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002155,385,19095,25.832,282.000,99.195,49.869,0.000,0,100.000,1,1.000,0.000,,
g002156,4234,3914766,43.685,1957.000,1849.205,31.978,0.000,0,100.000,12,23.495,12.984,1,
g002157,637,11589,5.721,77.000,36.386,16.718,0.000,0,100.000,2,17.077,6.650,1,
g002158,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,108.284,29.284,1,
g002159,243,497,1.690,5.000,4.091,0.588,0.000,0,100.000,6,21535.841,41051.976,1,
g002160,640,40896,20.000,161.000,127.800,9.545,0.000,0,100.000,3,102.221,17.204,1,
g002161,5395,6211060,42.687,2431.000,2302.525,36.020,0.000,0,100.000,16,0.013,0.013,1,
g002162,500,62624,50.200,286.000,250.496,11.035,0.000,0,100.000,1,1.000,0.000,1,
g002163,512,2304,1.761,9.000,9.000,0.000,0.000,0,100.000,3,105.013,3.102,,
g002164,6123,16533101,88.212,5498.000,5400.327,25.018,0.000,0,100.000,16,0.013,0.013,1,
g002165,200,7917,39.784,97.000,79.170,6.627,49.589,0,50.411,2,25.303,14.457,,
g002166,594,1188,0.675,4.000,4.000,0.000,0.000,0,100.000,13,0.774,0.108,1,1
g002167,33,36,6.818,3.000,2.182,0.833,0.000,0,100.000,7,1102448.639,724439.190,,
g002168,1000,89010,17.820,680.000,178.020,94.919,0.000,0,100.000,12,18.010,5.780,1,
g002169,729,4368,1.646,12.000,11.984,0.127,0.000,0,100.000,1,1.206,0.423,1,
g002170,80,3128,98.987,79.000,78.200,0.980,48.817,0,51.183,1,1.000,0.000,,
g002171,5138,4881100,36.987,1993.000,1900.000,26.950,0.000,0,100.000,12,3.571,0.260,1,
g002172,40,772,98.974,39.000,38.600,0.539,100.000,0,0.000,3,49.161,28.396,,
g002173,5970,10389275,58.310,3616.000,3480.494,38.007,0.000,0,100.000,16,30.492,17.606,1,
g002174,215,290,1.261,4.000,2.698,0.872,0.000,0,100.000,7,423721.534,327000.039,1,
g002175,80,160,5.063,10.000,4.000,1.917,0.000,0,100.000,3,123.131,42.638,,
g002176,100,495,10.000,18.000,9.900,3.189,47.273,0,52.727,1,1.000,0.000,,
g002177,868,183241,48.698,865.000,422.214,195.430,0.000,0,100.000,12,6.439,0.920,1,
g002178,1250,2338,0.300,8.000,3.741,3.825,0.000,0,100.000,5,1447.819,3061.207,1,
g002179,500,12407,9.945,73.000,49.628,6.642,50.238,0,49.762,3,50.346,28.776,1,
g002180,177,354,2.273,6.000,4.000,1.008,0.000,0,100.000,6,23167.517,42117.394,1,
g002181,500,625,0.501,12.000,2.500,1.529,0.000,0,100.000,2,5.634,2.903,1,
g002182,400,1200,1.504,16.000,6.000,2.435,0.000,0,100.000,5,49364.163,29015.335,1,
g002183,3523,4345,0.070,48.000,2.467,2.578,0.000,0,100.000,8,11.763,0.000,1,
g002184,80,632,20.000,25.000,15.800,2.772,0.000,0,100.000,3,114.150,36.898,1,
g002185,100,495,10.000,18.000,9.900,3.327,43.636,4,52.323,2,5.297,2.923,,
g002187,80,632,20.000,25.000,15.800,3.411,0.000,0,100.000,3,115.011,37.088,,
g002188,145,283,2.711,5.000,3.903,0.657,0.000,0,100.000,6,18381.852,38648.156,1,
g002190,615,1232,0.653,5.000,4.007,0.627,0.000,0,100.000,6,17135.307,37653.334,1,
g002191,100,2475,50.000,61.000,49.500,4.805,0.000,0,100.000,2,5.459,2.846,,
g002192,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g002193,640,4135,2.022,23.000,12.922,3.460,0.000,0,100.000,3,106.949,26.878,1,
g002194,100,2475,50.000,64.000,49.500,5.139,0.000,0,100.000,1,1.000,0.000,,
g002195,588,80434,46.607,313.000,273.585,12.278,0.000,0,100.000,15,0.308,0.123,1,
g002196,912,100146,24.107,267.000,219.618,12.659,0.000,0,100.000,14,0.500,0.129,1,
g002197,640,960,0.469,10.000,3.000,1.636,0.000,0,100.000,3,151.336,61.939,1,
g002198,503,531,0.421,4.000,2.111,0.710,0.000,0,100.000,3,98.486,39.708,1,
g002199,245,436,1.459,5.000,3.559,0.814,0.000,0,100.000,6,14912.532,35570.804,1,
g002200,160,240,1.887,11.000,3.000,1.837,0.000,0,100.000,3,111.437,34.195,1,
g002201,53,58,4.209,4.000,2.189,0.953,0.000,0,100.000,7,808049.741,630278.990,1,
g002202,2546,3620,0.112,4.000,2.844,0.749,0.000,0,100.000,6,132774.035,104179.133,1,
g002203,250,3089,9.924,39.000,24.712,4.863,51.020,0,48.980,3,50.910,28.725,1,
g002204,5368,6318136,43.861,2400.000,2354.000,12.740,0.000,0,100.000,12,33.998,17.893,1,
g002205,60,885,50.000,40.000,29.500,3.739,0.000,0,100.000,1,1.000,0.000,,
g002207,2677,2665638,74.421,2070.000,1991.511,22.558,0.000,0,100.000,1,5.000,0.000,1,
g002208,996,1631,0.329,75.000,3.275,4.230,42.244,0,57.756,1,1.000,0.000,1,
g002209,500,12408,9.946,69.000,49.632,6.305,49.500,0,50.500,3,50.316,28.746,1,
g002210,500,31018,24.864,151.000,124.072,9.480,50.013,0,49.987,2,25.568,14.400,1,
g002211,320,10208,20.000,84.000,63.800,7.124,0.000,0,100.000,3,104.735,22.948,1,
g002212,237,444,1.588,7.000,3.747,0.873,0.000,0,100.000,6,17121.552,37617.068,1,
g002213,4919,3047584,25.195,4918.000,1239.107,1383.262,0.000,0,100.000,12,1.514,0.893,1,
g002214,422,808,0.910,7.000,3.829,0.663,0.000,0,100.000,6,10897.854,31129.930,1,
g002215,26,325,100.000,25.000,25.000,0.000,0.000,0,100.000,16,0.023,0.020,1,
g002216,50,120,9.796,12.000,4.800,2.514,45.833,0,54.167,2,52.625,28.940,,
g002217,400,800,1.003,4.000,4.000,0.000,48.750,0,51.250,6,79513.253,60743.447,1,1
g002219,2699,350614,9.630,382.000,259.810,62.156,0.000,4,95.684,2,11.006,6.630,1,
g002220,771,84810,28.571,246.000,220.000,9.095,0.000,0,100.000,2,33.535,14.450,1,
g002221,3753,5332868,75.744,2935.000,2841.923,26.470,4.635,0,95.365,1,1.000,0.000,1,
g002222,640,960,0.469,13.000,3.000,1.647,0.000,0,100.000,3,102.726,19.210,1,
g002223,1562,1694,0.139,4.000,2.169,0.606,0.000,0,100.000,4,167.371,122.063,1,
g002224,1200,9448,1.313,32.000,15.747,3.871,0.000,0,100.000,1,2.342,1.241,1,
g002226,908,185232,44.983,445.000,408.000,11.273,16.109,0,83.891,16,7.796,5.354,1,
g002227,594,7955,4.517,52.000,26.785,8.850,0.000,0,100.000,1,6.000,0.000,,
g002228,198,280,1.436,4.000,2.828,0.811,0.000,0,100.000,7,464430.232,408914.156,1,
g002229,600,4808,2.676,28.000,16.027,3.962,0.000,0,100.000,1,2.353,1.237,1,
g002230,1274,1808,0.223,4.000,2.838,0.767,0.000,0,100.000,6,187259.641,156066.270,1,
g002231,4472,6938,0.069,4.000,3.103,0.689,0.000,0,100.000,2,8.739,3.990,1,
g002232,5722,7662016,46.812,2828.000,2678.090,36.889,0.000,0,100.000,15,2.722,1.057,1,
g002233,655,23149,10.808,107.000,70.684,9.754,0.000,0,100.000,12,104.656,25.142,1,
g002234,165,225,1.663,4.000,2.727,0.781,0.000,0,100.000,7,563291.876,453633.404,1,
g002235,451,825,0.813,6.000,3.659,0.732,0.000,0,100.000,6,16983.645,37505.285,1,
g002236,1019,1941,0.374,5.000,3.810,0.726,0.000,0,100.000,6,9431.453,29212.977,1,
g002237,386,653,0.879,4.000,3.383,0.662,0.000,0,100.000,2,8.908,3.986,1,
g002238,5949,2053808,11.608,5948.000,690.472,1303.202,0.000,0,100.000,16,0.086,0.086,1,
g002239,538,1088,0.753,5.000,4.045,0.602,0.000,0,100.000,6,14528.396,35212.138,1,
g002241,3000,4476174,99.504,2996.000,2984.116,3.916,49.996,0,50.004,3,50.503,28.867,1,
g002242,2160,4320,0.185,4.000,4.000,0.000,0.000,0,100.000,1,1.000,0.000,,1
g002243,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,102.314,17.368,1,
g002244,640,4135,2.022,27.000,12.922,3.528,0.000,0,100.000,3,150.293,61.942,1,
g002245,243,1215,4.132,10.000,10.000,0.000,0.000,0,100.000,1,1.222,0.418,1,
g002246,729,4374,1.648,19.000,12.000,1.889,0.000,0,100.000,13,3.687,0.735,1,
g002247,730,188711,70.921,559.000,517.016,12.316,46.587,0,53.413,1,1.000,0.000,1,
g002249,1408,2056,0.208,4.000,2.920,0.762,0.000,0,100.000,6,175030.915,145549.307,1,
g002250,2333,4137,0.152,4.000,3.547,0.638,0.000,0,100.000,2,8.711,3.987,1,
g002251,971,434675,92.300,923.000,895.314,8.307,16.577,0,83.423,16,6.364,4.400,1,
g002252,3121,884181,18.160,646.000,566.601,16.732,0.000,0,100.000,12,5.710,0.668,1,
g002253,640,40896,20.000,163.000,127.800,9.903,0.000,0,100.000,3,107.241,27.651,1,
g002254,400,1515,1.898,15.000,7.575,2.674,0.000,0,100.000,4,5378.352,1870.669,1,
g002255,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,119.578,42.459,1,
g002256,1000,49462,9.902,125.000,98.924,9.397,49.794,0,50.206,3,50.152,28.772,1,
g002257,1220,1858,0.250,4.000,3.046,0.686,0.000,0,100.000,2,8.535,3.968,1,
g002258,521,71057,52.456,323.000,272.772,16.696,0.000,0,100.000,2,10.000,0.000,,
g002259,1465,260770,24.317,394.000,356.000,10.535,9.804,0,90.196,1,1.000,0.000,1,
g002260,64,192,9.524,6.000,6.000,0.000,0.000,0,100.000,3,104.922,3.144,,
g002261,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,149.496,61.390,1,
g002263,1000,5000,1.001,23.000,10.000,3.126,0.000,0,100.000,2,5.449,2.854,1,
g002264,640,4135,2.022,26.000,12.922,3.545,0.000,0,100.000,3,102.727,18.149,1,
g002265,89,104,2.656,4.000,2.337,0.820,0.000,0,100.000,3,89.615,72.176,1,
g002266,640,1280,0.626,14.000,4.000,2.032,0.000,0,100.000,3,109.232,30.953,1,
g002267,5592,6974892,44.618,5578.000,2494.597,1549.603,15.784,0,84.216,16,20.913,14.603,1,
g002268,881,155428,40.096,880.000,352.844,253.487,0.000,0,100.000,16,0.012,0.012,1,
g002269,500,625,0.501,10.000,2.500,1.649,0.000,0,100.000,2,5.552,2.839,1,
g002270,2500,309194,9.898,299.000,247.355,14.633,49.697,0,50.303,3,50.295,28.724,1,
g002271,4542,8487960,82.307,3826.000,3737.543,24.997,0.000,0,100.000,2,10.000,0.000,1,
g002272,4589,3547297,33.697,1610.000,1546.000,18.252,0.000,0,100.000,1,9.000,0.000,1,
g002273,615,57453,30.430,526.000,186.839,84.991,76.116,0,23.884,1,1.000,0.000,,
g002274,320,640,1.254,10.000,4.000,1.936,0.000,0,100.000,3,123.188,46.575,1,
g002275,640,960,0.469,11.000,3.000,1.697,0.000,0,100.000,3,115.549,38.726,1,
g002276,6000,47899,0.266,31.000,15.966,4.012,0.000,0,100.000,1,2.341,1.250,1,
g002277,640,1280,0.626,15.000,4.000,2.036,0.000,0,100.000,3,150.006,61.081,1,
g002278,43,144,15.947,12.000,6.698,2.184,0.000,0,100.000,5,14864.333,10326.012,,
g002279,100,4950,100.000,99.000,99.000,0.000,0.000,0,100.000,4,481.609,227.234,,
g002280,120,5644,79.048,104.000,94.067,4.660,50.266,0,49.734,2,25.709,14.470,,
g002281,640,1280,0.626,14.000,4.000,1.901,0.000,0,100.000,3,116.687,40.240,1,
g002282,564,1112,0.700,6.000,3.943,0.690,0.000,0,100.000,6,17815.713,38232.431,1,
g002283,100,4901,99.010,99.000,98.020,0.980,49.949,0,50.051,1,1.000,0.000,,
g002284,160,240,1.887,9.000,3.000,1.589,0.000,0,100.000,3,108.875,30.941,1,
g002285,1898,3616,0.201,6.000,3.810,0.753,0.000,0,100.000,6,8391.101,27700.385,1,
g002286,100,315,6.364,13.000,6.300,2.476,0.000,0,100.000,5,10402.083,3971.535,1,
g002287,100,200,4.040,11.000,4.000,2.059,0.000,0,100.000,2,5.180,2.937,1,
g002288,29,113,27.833,12.000,7.793,2.784,0.000,0,100.000,5,12245.690,8022.272,,
g002289,231,4410,16.601,40.000,38.182,5.750,29.478,0,70.522,14,27.125,20.244,1,
g002290,207,286,1.341,4.000,2.763,0.797,0.000,0,100.000,7,495867.252,358504.387,1,
g002291,864,176133,47.244,862.000,407.715,226.828,6.916,0,93.084,16,43.977,28.418,1,
g002292,26,130,40.000,10.000,10.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g002293,886,1800,0.459,11.000,4.063,0.963,0.000,0,100.000,6,13949.478,34628.546,1,
g002294,211,4100,18.506,111.000,38.863,38.718,0.000,0,100.000,1,1.000,0.000,,
g002295,640,960,0.469,13.000,3.000,1.747,0.000,0,100.000,3,156.652,63.403,1,
g002296,100,495,10.000,18.000,9.900,2.876,46.869,3,49.293,2,5.400,2.989,1,
g002297,31465,1534680,0.310,108.000,97.548,15.146,0.000,0,100.000,13,1.718,0.176,1,
g002298,570,553,0.341,30.000,1.940,2.525,1.085,0,98.915,13,38.510,17.391,1,
g002300,5038,11889413,93.704,4774.000,4719.894,17.072,16.689,0,83.311,16,18.301,12.656,1,
g002301,500,2500,2.004,20.000,10.000,3.087,0.000,0,100.000,2,5.487,2.898,1,
g002302,217,299,1.276,4.000,2.756,0.809,0.000,0,100.000,7,457417.712,380514.987,1,
g002303,2676,3894,0.109,4.000,2.910,0.750,0.000,0,100.000,6,131702.831,105871.379,1,
g002304,2265,4545,0.177,15.000,4.013,0.930,0.000,0,100.000,7,92413.465,289567.958,1,
g002305,75,187,6.739,10.000,4.987,1.501,0.000,0,100.000,6,43224.390,26849.627,1,
g002306,1000,100000,20.020,234.000,200.000,9.231,0.000,0,100.000,12,31.520,15.898,1,
g002307,3524,5560,0.090,4.000,3.156,0.707,0.000,0,100.000,2,8.679,3.985,1,
g002308,200,19900,100.000,199.000,199.000,0.000,0.000,0,100.000,15,1701.175,917.220,1,
g002309,800,4694,1.469,132.000,11.735,11.535,49.318,0,50.682,1,1.000,0.000,1,
g002310,648,91608,43.700,327.000,282.741,12.607,46.589,0,53.411,16,47.430,35.809,1,
g002311,1350,631861,69.391,984.000,936.090,16.840,28.910,0,71.090,16,32.271,24.001,1,
g002312,6395,3830605,18.736,1281.000,1198.000,22.511,0.000,0,100.000,13,14.347,6.008,1,
g002313,601,563,0.312,44.000,1.874,2.657,0.000,0,100.000,13,0.757,0.116,1,
